Article_ID,Text
Toyota_790,"Toyota also supported a brie/f_ing session co-sponsored by the Japan Auto Parts Industries Association (JAPIA) 1 and the Japan Electronics and Information Technology Industries  Association (JEITA).2 We contacted suppliers who had not submitted a Con/f_lict Minerals  Reporting Template (CMRT), and collected CMRTs from thousands of suppliers.We have reviewed the CMRTs and requested that the suppliers make corrections if there were any errors and/or omissions, in order to improve our efforts in relation to con/f_lict minerals.We are also making efforts to work with other industry groups on the issue of con/f_lict minerals in Japan and overseas.In cooperation with the Responsible Minerals Initiative (RMI) 3, TMNA (U.S.) has been engaging in  the activities of Con/f_lict-free Sourcing Working Group and the working group of the Automotive Industry Action Group (AIAG) 4 on con/f_lict minerals originating from the Democratic Republic of  Congo. Speci/f_ically, in 2020, TMNA continued to lead RMI’s Global Smelter Engagement Teams Working Group (as Team-Lead) in conducting background surveys of smelters/re/f_iners, prodding 92 smelters/re/f_iners (23 of which were cobalt smelters) to participate in the  Responsible Minerals Assurance Process (RMAP). As a result of the industry-wide cooperation described above, the number of con/f_lict-free smelters/re/f_iners worldwide has increased to 247 as of November 2020. Of these, 239 companies are included in Toyota’s 2020 survey results.The survey results from January–December 2020 and Toyota’s initiatives were incorporated into Form SD and the Con/f_lict Minerals Report, and /f_iled with the U.S. Securities and Exchange  Commission (SEC) on May 28, 2021. Reasonable Country of Origin InquiryPolicies and Approaches to Responsible Mineral Sourcing Toyota and its subsidiaries promote obtainment of materials with full deliberation and care to avoid the procure-ment or usage of materials which are unlawful or which are obtained through unethical or otherwise unacceptable means."
Toyota_795,"We recognize that the situation surrounding con/f_lict minerals originating in the Covered Countries is one of the  signi/f_icant social issues among supply chains.We aim at procurement and usage that are free from con/f_lict minerals originating in the Covered Countries and relating to illegal conduct including human rights infringement.We also recognize that human rights abuses such as child labor in the procurement of cobalt etc. are one of the serious social problems, and we aim at procurement activities that do not include minerals that are suspected of these abuses.To achieve such procurement and usage, we conduct inquiries tracing back through our supply chains and  con/f_irm if such minerals are used. In addition, we take appropriate steps to discontinue procurement of materials  that can cause social problems such as human rights or /f_inance armed groups, if such usage is detected.Based on mutually bene/f_icial relationships, we ask our suppliers to understand our policies and approaches and to promote responsible material procurement.Toyota Supplier CSR Guidelines 1 JAPIA: https://www.japia.or.jp/en/top/ 2 JEITA: https://www.jeita.or.jp/english/3 RMI: (Formerly known as Con/f_lict-Free Sourcing Initiative) (http://www.responsiblemineralsinitiative.org/) 4 AIAG: https://www.aiag.org/Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution73 Sustainability Data BookSupply Chain Fundamental Approach Since its establishment, Toyota has worked closely with its suppliers in its manufacturing. As part  of these efforts, Toyota has globally implemented its Basic Purchasing Policies according to the spirit of mutual bene/f_it based on mutual trust. We have close relationships with existing and new suppliers to promote “Customer First.” To address the increasing interest in corporate social responsibility, including in our supply chain,  we have dialogues with suppliers.Before conducting business transactions, we conclude contracts that clearly spell out legal compliance, respect for human rights, and considerations for local and global environments."
Toyota_800,"Internally, we work to raise the awareness of all our employees, including buyers, through seminars and trainings.In order to contribute to society through car-manufacturing and monozukuri (manufacturing) and put into practice the principle of “Customer First,” it is necessary to share principles and collaborate with our business partners such as suppliers and dealers.Toyota pursues open and fair business, and engages in sustainability initiatives through close collaboration with business partners to raise quality in terms of safety and customer satisfaction.Business Partners Customer Good products at lower prices in a timely manner Mutual trust/Mutually bene/f_icial relationshipSales After-sales service ProductionToyotaSafety and Peace of Mind Enriching Lives of People Dealer/ DistributorSupplierToyota Basic Purchasing Policies 1. Fair Competition Based on an Open-door Policy Toyota is open and fair to any and all suppliers, regardless of nationality, size, or whether they have done business with us before.We evaluate suppliers by quality, technological capabilities, and reliability in delivering the required quantities on time, and efforts addressing social responsibilities, such as environmental issues. 2. Mutual Bene/f_it Based on Mutual Trust We develop mutual bene/f_it in long-term relationships.To foster the trust, we pursue close communication with suppliers. 3."
Toyota_805,"Localization with Good Corporate Citizenship We actively procure from local suppliers, including parts, materials, tools, equipment and others materials. In this way, we aim to contribute to the local society and be a good corporate citizen.Updated in January 2022 GRI102-9, 414-1, 2Contribution to SDGsSociety Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution74 Sustainability Data BookAt Toyota, the purchasing group headed by the chief of/f_icer  and deputy chief of/f_icer for purchasing takes the lead in promoting activities in close cooperation with personnel affairs, compliance and environment divisions, Sustainability  Management Dept. and other relevant departments. Policies  and approaches of the initiatives are reported to and discussed at the Sustainability Meeting, in which the Chief Sustainability Of/f_icer and Outside Directors participate, and also reported to and discussed at the Board of Directors and Management Meeting as necessary. Toyota will continue contributing to the sustainability of society  and the earth by working with suppliers to ensure compliance, respect for human rights, and to reduce negative environmen-tal impact."
Toyota_810,"Toyota has a total of 8,519 Tier-1 suppliers globally, including  3,169 parts suppliers. Toyota’s Supply Chain As part of its sustainability activities, Toyota has been taking measures to enlighten and educate its employees. Toyota also works to support suppliers in promoting their own sustainabil-ity efforts, as well as collaborative sustainability initiatives between Toyota and suppliers. [For purchasing departments]   All members: Education in sustainability for those newly  assigned to purchasing   All members: Periodical study meetings on human rights,  the environment and other themes  Members stationed overseas: Labor relations training by  the personnel affairs department before departure   [For suppliers] ● Information sharing and awareness raising by video link on  the web (September 2020)  Themes: Initiatives to improve the environment, foreign  technical internship trainee system, cyber security  Tier-1 suppliers encourage suppliers at Tier-2 and beyond to  take part in the training, so that the contents of the training can be disseminated throughout the supply chain.  We conduct questionnaire surveys of suppliers to re/f_lect  their opinions in the training."
Toyota_815,"● Web brie/f_ing (May 2021)  Theme: Carbon neutrality (Request to suppliers to promote  their efforts to achieve their CO 2 reduction goals)  By providing a complete set of the materials for the brie/f_ing  session, we encouraged Tier-1 suppliers to enlighten suppli-ers at Tier-2 and beyond and inspire them to further efforts, so that initiatives for carbon neutrality can spread throughout the supply chain. ● Training prior to being transferred to a purchasing depart- ment overseas ● AIAG1 supplier training program  Toyota participated in the development of the Supplier  Responsibility Training Project, an e-learning program available to suppliers on the AIAG website. [Voluntary activities of suppliers 2] ● CSR lecture   Purpose: To improve suppliers’ awareness and understand- ing of sustainability and encourage sustainability initiatives ● CSR workshop   Purpose: To encourage mutual learning through communi- cation among suppliers, enhance understanding of sustain-ability and encourage sustainability initiatives ● Corporate executive round-table conference   Purpose: To encourage corporate executives to take the  initiative in carrying out sustainability activities  In 2021, Toyota members also attended. Through discus- sions on carbon neutrality, the participants shared informa-tion, identi/f_ied issues to be addressed and planned measures to be taken. ● Volunteer activitiesSustainability ActivitiesToyota has issued the Toyota Supplier CSR Guidelines, under which we cooperate with our suppliers."
Toyota_820,"We share these guide-lines with our suppliers and request suppliers to implement their activities based on the guidelines. In 2012, Toyota revised  the guidelines to more clearly indicate its principles on human  rights issues (strengthening monitoring and corrective actions, and approaches towards con/f_lict minerals) to help enhance its suppliers’ initiatives.The Toyota Supplier CSR Guidelines clearly indicate that Tier-1 suppliers are requested to deploy our purchasing  policies and guidelines to their business partners in Tier-2 and  beyond, so that the guidelines are disseminated and imple-mented throughout the entire supply chain.We share the Toyota Supplier CSR Guidelines globally. The guidelines are deployed to Toyota suppliers overseas through the purchasing departments of our overseas af/f_iliates.Toyota Supplier CSR Guidelines Initiatives for Compliance and ImplementationTo ensure understanding and implementation of the guidelines, all Toyota suppliers are requested to periodically check the status of their implementation using a  self-inspection sheet. In October 2020, around 350 Tier-1 suppliers, which account for over 90% of the purchase volume in Japan, submitted the results of their self-inspection to show the status of their implementation. If any problem is reported from the outside, we investigate the fact."
Toyota_825,"If we /f_ind that the problem is true, we  ask the supplier in question to correct it while maintaining  communication with the supplier to ensure implementation of the correction, thereby preventing recurrence of the problem. Also, to prevent similar problems from occurring at other suppliers, we request them to pay attention to the guidelines and ensure compliance. In 2020, for example, we requested  correction of the treatment of foreign technical internship  trainees who were unable to return to their home countries in the midst of the Covid-19 pandemic.If an event violating the guidelines is found but no correction is made despite our request, we may reconsider our business relationship with the relevant supplier in principle.Tier-1 suppliers are requested to ensure that Tier-2 suppliers act in the same way. Toyota Supplier CSR GuidelinesTier-1 Suppliers (FY2021)Organization for Sustainability Management p. 5 PartsEquipment, logistics, etc.Total Global 3,169 457 2,7125,350 896 4,4548,519 1,353 7,166JapanOverseas Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution75 Sustainability Data Book Through communication with internal personnel affairs and IR  departments and overseas af/f_iliates as well as external organi-zations, and based on the results of self-inspection by suppli-ers on compliance with the guidelines, Toyota continuously examines possible risks in each country and identi/f_ies the priority themes to be focused on. At present, foreign technical internship trainees in Japan and child labor in cobalt procure-ment are considered as priority risks that should be prevented.Human Rights and Due DiligenceIn response to the global expansion of its business and societal demands, Toyota has adopted the Anti-Bribery Guidelines to completely eliminate corruption."
Toyota_830,"Toyota is strengthening its preventive measures by deploying the guide- lines to its suppliers.Preventing Bribery Toyota makes daily efforts to maintain close communication  with suppliers. We request suppliers to promptly provide information if any compliance-related problems arise. If any problem is reported from outside, we investigate the fact. If we  /f_ind that the problem is true, we ask the supplier in question to  correct it while maintaining communication with the supplier to ensure the implementation of the correction, thereby prevent-ing any recurrence of the problem. If a serious non-compliance event, such as bribery, arises but no correc-tion is made, we may reconsider our business relationship with the relevant supplier in principle.Responses to Non-compliance Toyota endeavors to ensure that actions taken by its employ-ees are fair and just in compliance with laws and regulations, based on the Toyota Code of Conduct and Toyota Basic Purchasing Policies."
Toyota_835,"Supplier hotline has been set up to allow suppliers to report any action violating laws, regulations, or business manners that may have occurred while assuring anonymity.Supplier HotlineCollaboration with Suppliers p. 60 Education Related to Human Rights p. 71 Migrant Workers p. 69As part of its sustainability activities, Toyota has been taking  measures to enlighten and educate its employees. Toyota also  works to support suppliers in promoting their own sustainabil- ity efforts, as well as collaborative sustainability initiatives between Toyota and suppliers. [For purchasing departments]   All members: Education in sustainability for those newly  assigned to purchasing   All members: Periodical study meetings on human rights,  the environment and other themes  Members stationed overseas: Labor relations training by  the personnel affairs department before departure   [For suppliers] ● Information sharing and awareness raising by video link on  the web (September 2020)  Themes: Initiatives to improve the environment, foreign  technical internship trainee system, cyber security  Tier-1 suppliers encourage suppliers at Tier-2 and beyond to  take part in the training, so that the contents of the training can be disseminated throughout the supply chain.  We conduct questionnaire surveys of suppliers to re/f_lect  their opinions in the training. ● Web brie/f_ing (May 2021)  Theme: Carbon neutrality (Request to suppliers to promote  their efforts to achieve their CO 2 reduction goals)  By providing a complete set of the materials for the brie/f_ing  session, we encouraged Tier-1 suppliers to enlighten suppli-ers at Tier-2 and beyond and inspire them to further efforts,  so that initiatives for carbon neutrality can spread throughout  the supply chain."
Toyota_840,"● Training prior to being transferred to a purchasing depart- ment overseas ● AIAG1 supplier training program  Toyota participated in the development of the Supplier  Responsibility Training Project, an e-learning program available to suppliers on the AIAG website. [Voluntary activities of suppliers 2] ● CSR lecture   Purpose: To improve suppliers’ awareness and understand- ing of sustainability and encourage sustainability initiatives ● CSR workshop   Purpose: To encourage mutual learning through communi- cation among suppliers, enhance understanding of sustain-ability and encourage sustainability initiatives ● Corporate executive round-table conference   Purpose: To encourage corporate executives to take the  initiative in carrying out sustainability activities  In 2021, Toyota members also attended. Through discus- sions on carbon neutrality, the participants shared informa-tion, identi/f_ied issues to be addressed and planned measures to be taken. ● Volunteer activities1 AIAG (Automotive Industry Action Group): https://www.aiag.org/ 2 Carried out by Toyota’s supplier associations, Kyohokai and Eihokai CSR lecture Initiatives Related to Foreign Technical Internship TraineesWe recognize the possible risks of forced labor within our supply chain. We are working with the personnel affairs department to eliminate such risks.Anti-Bribery Guidelines Responsible Sourcing of Cobalt p. 72Responsible Sourcing of CobaltToyota recognizes the concern over cobalt sourcing from small-scale artisanal mining, which has risk for the utilization of child labor."
Toyota_845,"Within our business and supply chain, we aim to implement measures to source only ethical cobalt.Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution76 Sustainability Data Book VisitorsDealers Dealers are the front line where Toyota’s “Customer First” policy is directly observed. Toyota and  its dealers share the value of its products/services and always work as one to enhance customer satisfaction based on a strong relationship of trust through close two-way communication.Toyota follows a “Customer First, Dealer Second, Manufacturer Third” concept. We support  dealers in making concerted efforts to meet customer expectations and raise the level of  customer satisfaction. We believe that, through these efforts, we will realize growth for both dealers and Toyota. Support for Toyota Dealers The Toyota National Dealers’ Advisory Council (TNDAC), comprised of Toyota dealers in Japan, distributes the Legal Compliance Manual, a tool which explains major laws and regulations and summarizes the checkpoints to dealers, each year to help dealers carry out their voluntary compliance activities."
Toyota_850,"The Legal Compliance Manual provides an overview of various laws and regulations, including the  Act on the Protection of Personal Information, the Act against Unjusti/f_iable Premiums and Misleading Representations, the Installment Sales Act, and the Insurance Business Act, and provides related checklists. The Manual helps prevent misleading/false communications in terms of safety, the environment and quality and ensures that all the parties concerned understand the laws and regulations related to /f_inance and insurance at the time of business negotiations.Toyota supports the TNDAC and dealers by setting up a compliance support website that lists best practices from dealers. We also provide support by revising the Legal Compliance Manual in response to revisions in laws and regulations. In FY2022, the Legal Compliance Manual was revised for such reasons as improper vehicle inspection and improper handling of customers’ personal information by dealers. In addition, Toyota has been working toward enhancing regula-tory compliance by holding compliance seminars for representatives of dealers and encouraging cross-check among dealers.Onsite Visit from Toyota Dealers OverseasEvery year, Toyota dealers throughout Japan host visits by Toyota dealers from all over the world  who have expressed the desire to learn customer satisfaction (CS) activities."
Toyota_855,"They learn how Japanese dealers improve customer satisfaction and create more Toyota fans throughout the entire value chain, including new car sales, service, insurance, used cars, and credit. After genchi genbutsu (onsite hands-on experience), they incorporate what they have learned into various activities at their own locations back home.Through active communication among dealers with different cultural backgrounds, these visits  offer each dealer new ideas and learning opportunities. Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution77 Sustainability Data BookManagement EmployeesPlant general manager, site general manager, department in charge of safety and health General ManagerManagement Meeting (once/month),  auditing and instruction (as necessary) Discussion, information sharing, etc. (twice/month)Company- wide function Office function Office Policy Workplace Group Policy General Manager PolicyTSAM (South Africa)TDV (South America) TDB, TASA(South America)TMNA(North America)TME (Europe)  TTCC (China) TDEM (Australia andAsia) Toyota Motor Corporation (Japan)Group companies Parts and materials  suppliers Equipment,  installation and logistics suppliers Overseas af/f_iliatesCompany safety and health supervising  manager (Chief Of/f_icer of the  Production Group [operating of/f_icer]),  Safety and Health Promotion DivisionGlobal  Health and  Safety  Function  Policy Deliberation, notification (*Office Safety and Health Committee meeting, etc. (once/month)) * Members <Company>Office safety and health manager, general manager, industrial physician, health manager, etc.<Labor union> Branch chief, workplace committee chief Dialogue, notification <divisional liaison meeting, etc."
Toyota_860,"(once/month)>All Toyota Safety and Health  Cooperating Association (17 companies) Kyohokai safety and health  committee (228 companies) Eihokai safety and health  committee (128 companies) Toyota Motor Corp. Safety  and Health Cooperating Association (573 companies)Health and Safety Each year, the safety and health function policy and associated KPIs are formulated by the company  safety and health supervising manager (Chief Of/f_icer of the Production Group[operating of/f_icer]) in view of technological innovations and environmental changes, and are deployed globally. Based on the function policy, efforts are made at all workplaces in all regions to improve their safety and health activities. The results of these efforts, including the status of the occurrence of diseases and accidents, are reported at the Management Meeting (in which board members and operating of/f_icers participate) by the company safety and health supervising manager. To facilitate the smooth progress of various activities, cooperation is promoted on a daily basis in sharing information with the adminis-trative divisions of of/f_ices, promoting mutual understanding with labor unions, and conducting joint activities with the health insurance society.For suppliers, af/f_iliated companies, in-plant contractors and other business partners, Toyota also promotes activities based on the relevant policy to ensure a safe and healthy environment. Toyota sets up opportunities for communication to alleviate employees’ problems, and works together with them to create a worker-friendly environment.Organizational Structure Organizational Structure Suppliers, af/f_iliated companiesToyota’s mission, as de/f_ined by the Toyota Philosophy, is “Producing Happiness for All.” To this  end, we conduct corporate activities based on the concept that all people working for Toyota, including our employees, suppliers and in-plant contractors, can stay physically and mentally healthy and continue to play an active role in a safe work environment."
Toyota_865,"We believe that ensuring  health and safety is one of Toyota’s most important longstanding initiatives, and we have been  pushing forward with our business activities in accordance with Toyota Motor Corporation’s Declaration of Health Commitment and the Basic Philosophy for Safety and Health. [Philosophy for health and safety]The physical and mental health of our employees is the driving force behind our good performance, and our top management has announced, in Toyota Motor Corporation’s Declaration of Health  Commitment issued in 2017, that Toyota aims to become a health-/f_irst company. With regard to safety, the message “Safe work is the gate to all work. Let us pass through this gate” has long been passed on as the basic philosophy for safety and health, and incorporates Toyota’s strong desire for its employees to never be involved in occupational accidents. [Health and safety function policy]Aiming to develop human resources and workplaces capable of positively thinking and taking action to safeguard their health and safety, Toyota is promoting the instillation and deepening of its interactive health and safety culture."
Toyota_870,"We are working, on a global scale, toward developing people to help them work in a lively manner and enhance their ability to predict risks, and also developing workplaces to help create a positive work environment friendly to every single worker. Basic Philosophy for Safety and Health Safe work Reliable work Skilled work Safe work is “the gate” to all work. Let us pass through this gate.Updated in September 2021 GRI403-1~10 Fundamental ApproachSociety Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution78 Sustainability Data Book Safety and Health Outstanding Company  2018-2021 (certi/f_ied by Ministry of Health, Labour and Welfare)Education for safety and health staff members As part of Toyota’s original education, training programs are provided every year for safety and health staff, who provide support and instruction for workplace activities, for the purpose of improving their knowledge and practical skills of response to accidents and occupational diseases, the process of handling workers’ accident compensation insurance, the work environment, risks related to high-pressure gas usage, and other issues.Education for improvement of hazardous operations/skillsSkill training and special education programs, which are conducted in accordance with the Industrial Safety and Health Act, are provided at the Global Safety and Health Education Center, where training is provided by experienced instructors using actual equipment, in addition to statutory lecture courses.Health and Safety Education Toyota offers educational programs to familiarize members of all classes, from new entrants to of/f_icers, with their expected roles in promoting safety and health. In its education programs for managers, in particular, Toyota’s aims and stance of initiatives and key points in workplace management are explained, and case-based discussions are held. Participants also listen to  talks by experienced instructors on their experiences, thereby raising awareness of their roles in  promoting safety and health."
Toyota_875,"The programs are designed to encourage managers to recognize anew the importance of daily communications with their subordinates, by reminding them of the need to discover any health problems of their subordinates as early as possible, providing them with ideas for predicting risks, and the like. Toyota has been carrying out strategic initiatives to maintain and promote employee health from a management perspective. These initiatives include a program to encourage employees to  improve their health-related practices and an initiative focusing on “prevention” by promoting  /f_lexible workstyles to support work-life balance. In recognition of these policies and activities, in March 2021 Toyota was selected under Health & Productivity Stock Selection Program, a joint program organized by the Ministry of Economy, Trade and Industry of Japan (METI) and the Tokyo Stock Exchange. In addition, Toyota has been certi/f_ied as one of the White 500 Health & Productivity Management Outstanding Organizations, a program promoted by the Ministry of Economy, Trade and Industry and the Japan Health Council, for four consecutive years since 2018, and in 2021, it was also certi/f_ied as a Sports Yell Company by the Japan Sports Agency for the /f_irst time."
Toyota_880,"Since 2015, Toyota has been certi/f_ied by the Ministry of Health, Labour and Welfare as a Safety and Health Outstanding Company (renewed every three years), demonstrat-ing its social recognition as a company working actively to ensure the health and safety of employees and maintaining a high safety and health level.Social Recognition Trainees Number of participants [persons] Education for improvement of  hazardous operations/skillsProduction division members involved in hazardous operations 2,120 Trainees Number of lectures Education for safety and health staff membersSafety and health staff members 13Number of participants [persons] 325Trainees Number of participants [persons] Of/f_icers Division general managersSection general managersCX* Workplace leaders General and new employees1152145180Approx. 2,000Approx. 3,500Training hours 4 hours8 hours8 hours 50 minutes7 hours 50 minutes 12 hours  1 hourRank-speci/f_ic education  programs (for those newly appointed)2020 results (Toyota Motor Corporation) * CX (Chief Expert)Employees concerned Target Absentees PhysicalMental Healthy Lifestyle Challenge 8 Average number of Challenge 8 habits practiced 6.4/8 itemsManpower of 801 or less employees Absentees due to lifestyle-related diseases New absentees Recurring absenteesDown 5% from 2020 Down 2% from 2020 Down 5% from 2020Health Accident type Target Fatal accidents on company’s premises All accidentsSerious accidents (accidents that may result in death) Serious diseases (musculoskeletal diseases that require employees to take  a leave of absence for two weeks or longer, or impose work limitations)Down 20% from 2020Zero Down 50% from 202010 accidentsSafetyKPIs Related to Safety and Health Function Policy in 2021 2020 results (Toyota Motor Corporation) 2020 results (Toyota Motor Corporation)Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution79 Sustainability Data BookPhysical Examination and Health GuidanceCompany-wide Initiatives Related to Health and Safety Physical examination targeting employees aged 40 or over includes a specialized examination  aimed at prevention of lifestyle-related diseases and cancer screenings for early discovery of cancers. Based on the results of this examination, tailored health guidance is offered. In cases where no signs of improvement are seen in follow-ups or after hospital treatment, internal health guidance is also provided."
Toyota_885,"When an employee turns 36 years old, once in every four years, the employee and his/her spouse (dependent) can undergo health screening equivalent to a thorough physical examination and attend a health study meeting tailored to their individual health condi-tion, which is held at the WELPO health support center operated jointly by the Company and the health insurance society. Annually, approximately 20,000 persons undergo this screening.For employees of other ages, physical examinations and various forms of health guidance are provided by full-time medical staff within their workplaces.Education programs for advancement Aiming to raise the health level of all employees, Toyota has been promoting a company-wide initiative since 2017, promoting eight lifestyle habits that have an impact on the prevention of  mental and physical diseases. This initiative, named Healthy Lifestyle Challenge 8*, is aimed at  developing healthy people by de/f_ining the habits necessary to maintain health and encouraging each employee to adopt healthier habits or pay greater attention to the habits they have already adopted. (Some global af/f_iliates are also implementing this initiative.) In order to revitalize workplace activities, regular feedback is provided on the results of the initiative at each workplace, while instructors visit workplaces to provide health lectures and instructions, evaluate the implementation level, and award workplaces in recognition of improvements made."
Toyota_890,"Also, smartphone apps are made available that serve as barometers and visualize the level of implementation  of the eight lifestyle habits, encouraging employees to participate enjoyably in the initiative.Health Building up Good Health * (1) Appropriate weight (BMI), (2) breakfast, (3) drinking, (4) snacking, (5) exercise, (6) smoking, (7) sleep, and (8) stress.Safety Inheritance Month  (January) Safety Month (July) Health Month (October)Overview Number of participants/lectures 130 lecturesTrainees All employeesOn-site health  educationSupport for safety and health activities is provided by  professional instructors. Lectures on how to improve  health literacy and accident simulation training are delivered. 11,217 persons Virtual safety educationPotential risks in relation to the safety, environment,  protective gear, etc. of each production  engineering/manufacturing worksite or of/f_ice can be experienced on the website. A cumulative total of approx."
Toyota_895,"5,360 viewsHealth Web learning Web learning contents are provided to raise awareness and increase knowledge of mental health, lifestyle-related diseases and the like.2020 results (Toyota Motor Corporation) 2020 results (Toyota Motor Corporation) 2020 results (Toyota Motor Corporation)Target Result Absentees due to lifestyle-related diseases Down 5% from 2019 Down 26% Absentees due to mental health problems New: Down 5% from 2019 Recurrence: Down 5% from 2019New: Down 3%Recurrence: Down 7% Average number of Challenge 8 habits practiced 6.3/8 items 6.28/8 items Target Result Rate of employees who have received physical examinations 100% 100% Speci/f_ied health guidance implementation rate 60% 76.2%In line with the National Occupational Health Week, health promotion events  are held. All of/f_icers issue their “health messages” and each plant hosts health lectures.In line with the National Occupational Safety Week, a company-wide campaign  is held to promote work safety. All of/f_icers issue their messages and managers express their determination, making the month an opportunity for all workplace members to review their daily operations.At the timing of periodic organizational restructuring and personnel relocation,  based on lessons learned from serious accidents that have occurred inside the company, meetings are held at all worksites, where managers express their determination to prevent accidents and ensure safety around their workplaces, thereby reminding themselves of the importance of safety.Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution80 Sustainability Data BookInitiatives for Health Improvement Prevention of and Response to COVID-19Initiatives for Mental Health Care Employees, workplace managers, industrial health staff including psychology experts, and staff in  charge of personnel and labor affairs are respectively engaged in various activities to prevent mental health problems from either occurring or recurring.T-CaRS (TOYOTA -Communication and  Refreshment Support) Health check for workers  working long hours Health support for  employees stationed overseas To give overseas expatriates and their accompanying family members a sense of ease,  providing physical examinations before departure. As infection prevention, vaccinations  against infectious diseases, such as hepatitis A and B, tetanus and Japanese  encephalitis, are administered and education to raise awareness of how to prevent malaria, AIDS and other infections in daily life is given to the relevant persons, including those who will go on an overseas business trip, depending on their destinations.For those undergoing treatment, in addition to the opinion of the main physician, judgment is made on whether or not they can embark on an overseas assignment, and advice/guidance is provided based on local medical conditions.  During overseas assignment, offering local physical examinations and providing  counseling based on the examination results."
Toyota_900,"Also making available various tools to allow access to counseling on troubles and health-related information.  Periodically sending industrial physicians or nurses to local worksites to check the  medical conditions and local lifestyle of each region, and providing other support to help employees stationed overseas and their accompanying family members feel at ease. Offering a health check (interview) and consultation with an industrial physician to  allow employees to work in comfort during a temporarily busy period or when  troubleshooting  Providing careful follow-ups, such as more detailed physical checkups than the  statutory level, and work adjustment (The number of workers working long hours  has been decreasing. )<Employed as a measure to promote happiness, in addition to support for employees’ health> ● T-CaRS Healthy Company Dojo  Offering multiple training programs (on communication skills, mindfulness, etc.) that  encourage trainees to work in a happy and highly productive manner  Allowing “anyone” to receive any training “appropriate for their own position or role”  “whenever necessary” ● e-mail newsletters  Periodically providing psychological tips useful for business persons ● Refresh Time (consultation)  One-on-one consultation with a psychology expert is available in off-work hours Counseling on not only health issues but any topic related to work and private life is  available. Food and nutritional education through the company cafeteria Visualizing nutrition balance and calories and offering health-conscious dishes Tackling second-hand smoke and banning smoking on the premises Covid-19 Pandemic Countermeasure Communication from Management to Members: p. 70 Response to Infectious Diseases: p. 109 Toyota’s response to the spread of COVID-19 (Novel Coronavirus) infectionsMajor initiatives for mental health care Zero to primary prevention stage(Prevention) ● Screening at physical examination ● Setting up a full-time internal health counselling serviceSecondary prevention stage (Early discovery and response) Third prevention stage (Prevention of recurrence/re-absence)● Self-care  Promoting development of good lifestyle habits (Healthy Lifestyle  Challenge 8)  Providing stress check (implementation rate: 96.5%) to raise  awareness  Rank-specific education (new or young employees) ● Line Care  Workplace management (support by and communication with  supervisors and co-workers)  Workplace/individual support by workplace counsellors Rank-specific education (for managers) ● Care by experts  Training by psychology expert staff ● Follow-ups for return to work in accordance with the guidelines ● Care by experts  Advice for relevant employees and industrial health staff at a  counselling center where a psychiatric specialist is permanently  stationed  Following the complete ban on indoor smoking by the end of 2019, an initiative has  been launched to achieve the total prohibition of smoking on the premises from April  2025."
Toyota_905,"(Smoking rate in 2020: 23.7%)Society Promoting Sustainability Environment Governance Overview Social Data SafetyQuality and Customer FirstDiversity and Inclusion Human Rights Business Partners Health and Safety Human Resources Intellectual PropertyInformation Security and PrivacySocial Contribution81 Sustainability Data BookUnder the basic policy of promoting the instillation and deepening of an interactive health and  safety culture, Toyota promotes safety initiatives focusing on the three pillars of safety: people, work, and place/environment. Toward achieving the target of “ultimately achieving zero accidents and the continuation of zero accidents at all worksites,” Toyota promotes safety and  health activities rooted in each worksite. These initiatives involve not only our employees but  also secondees, assistant secondees, dispatched employees, employees of in-house contract companies, and employees of suppliers related to plant construction work, under the Occupational Safety and Health Rules.Safety Three Pillars of Safety Three pillars of safety 1. Safe “people” Promote the development of human resources who are capable of predicting risks and thinking and acting  in compliance with rules 2. Safe “work” (risk management) Reduce and manage high-risk operations toward achieving zero serious accidents 3."
